work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,scale_relationship,core_gate,human_review_priority,human_review_reason
work_00ae585671725ab5,0620d9b5c6267e43fca0b6442ad4abe7c0eab06d,unresolved,1,0620d9b5c6267e43fca0b6442ad4abe7c0eab06d,Assessment of the structural brain network reveals altered connectivity in children with unilateral cerebral palsy due to periventricular white matter lesions,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,d4150ddbbec509f3cc282c468a7803d1464f4d286f7d832bf6ba4eacbcb80711,batch_000,out_of_scope,[],0.95,Diffusion MRI and tractography have been shown to be useful in the study of white matter microstructure,DTI whole-brain connectivity in cerebral palsy.,['diffusion_mri_or_tractography'],macro_only,not_applicable,False,
work_00c9ebcec8853471,b52e2799275380196737cada3c71960588a747ea,core_audit,1,b52e2799275380196737cada3c71960588a747ea,Physical contact reveals a hidden layer of cortical architecture,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,564b8e285117b5a6d60e3af1eb3e5d05444b973f02f419372b2fe71f6a6bbc64,batch_000,core_relevant,"['reconstruction_segmentation', 'network_science', 'biological_application']",0.96,extract contactomes from two large mouse visual cortex volumes at nanoscale resolution,Nanoscale contactome mapping from EM volumes relating contacts to synaptic connectivity.,[],nanoscale_only,em_or_synaptic_reconstruction,False,
work_00d72fd3c4223cd5,be364e55460008d9584e163bff599784f242e851,core_audit,1,be364e55460008d9584e163bff599784f242e851,Distributed control circuits across a brain-and-cord connectome.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,f8209fa41cff0e2f3c9125d70b3547cfa3bdc7bdb156f8657f2577cb1bd7aed5,batch_000,core_relevant,"['reconstruction_segmentation', 'biological_application', 'structure_function_modeling']",0.97,first densely-reconstructed adult fly connectome that unites the brain and ventral nerve cord,Complete dense EM fly brain-and-cord connectome reconstruction and analysis.,[],nanoscale_only,em_or_synaptic_reconstruction,False,
work_00f9b510d0a91b47,21ef3f6209d8baf1adb4fecd112534df5d1dc8b1,core_audit,1,21ef3f6209d8baf1adb4fecd112534df5d1dc8b1,Detecting Synapse Location and Connectivity by Signed Proximity Estimation and Pruning with Deep Nets,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,8caea2fef15ac7c8b4700248871ccec0ef7f7a51fe79c74ca913631971938d1e,batch_000,core_relevant,"['synapse_inference', 'reconstruction_segmentation']",0.95,Synaptic connectivity detection is a critical task for neural reconstruction from Electron Microscopy (EM) data,EM synapse location and direction prediction for connectomics.,[],nanoscale_only,connectomics_pipeline_tool,False,
work_011475673eca9ed2,701c02daef646b0276f37a81336f559350232cd1,role_bridge,1,701c02daef646b0276f37a81336f559350232cd1,Co-expression network architecture reveals the brain-wide and multi-regional basis of disease susceptibility,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,6d7ee20902bb5caba6154a425500475f191321aac93df241d068a31f02a3ddea,batch_000,out_of_scope,[],0.91,co-expression network architecture reveals the brain-wide and multi-regional basis of disease susceptibility,Gene coexpression networks without connectomics relationship.,[],unclear,not_applicable,False,
work_01272aa884a225e5,0a67b7954e3cf0e46d1bf271cc9b7cf90e8d0574,unresolved,1,0a67b7954e3cf0e46d1bf271cc9b7cf90e8d0574,Quantification of Structural Brain Connectivity via a Conductance Model,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,e865edda408d7f4ffba88e0a817374361a35c74713529760eaf5797436564504,batch_000,out_of_scope,[],0.94,new structural connectivity measure from diffusion MRI,HCP dMRI structural connectivity modeling; macroscale only.,['diffusion_mri_or_tractography'],macro_only,not_applicable,False,
work_0128137052dec3e0,529dced83d9366301577eec26503d894116c54f5,core_audit,1,529dced83d9366301577eec26503d894116c54f5,Functional Synaptic Interactions and Inhibitory Circuitry of the PreBötzinger Complex in the Rhythmic Slice,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,dabdbfe73a50f0bc10d0fcdc539c5e4dc2923bf90488ed8216941d08d89e8096,batch_000,adjacent_relevant,"['biological_application', 'structure_function_modeling']",0.81,novel synaptic conductance inference method to whole-cell recordings from genetically specified preBötC neurons,Electrophysiology-based synaptic connectivity inference in respiratory circuit.,[],unclear,not_applicable,True,low_confidence
work_012be88ea3831319,b5df7b8a82afe54fa28c6a455689bd50861b7987,unresolved,1,b5df7b8a82afe54fa28c6a455689bd50861b7987,Connectome spectral analysis to track EEG task dynamics on a subsecond scale,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,a5213367ab3fb57582c30b1ca05d3f969c47c56e9b78a26252cb0afe136d0855,batch_000,out_of_scope,[],0.93,combine white matter connectivity data with source-projected electroencephalographic (EEG) data,EEG graph harmonics with macro structural connectivity.,['generic_network_neuroscience'],macro_only,not_applicable,False,
work_0133b141f368655b,7d7299ee6cf7269421b72069de3c2c7ba586d4ab,role_bridge,1,7d7299ee6cf7269421b72069de3c2c7ba586d4ab,Combining collation and annotation efforts toward completion of the rat and mouse connectomes in BAMS,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,4f779397ffa07b48128f9c407ed0c991ad8bea073fea0c9cf86109817effc606,batch_000,role_bridge,['infrastructure'],0.84,completion of the rat and mouse connectomes in BAMS,Neuroanatomical atlas collation infrastructure for mesoscale connectome mapping.,['mesoscale_only'],unclear,not_applicable,True,low_confidence
work_013d09cdbefdf588,26306e84cea4d2afa3aeebb3c3e8e0214b462c52,unresolved,1,26306e84cea4d2afa3aeebb3c3e8e0214b462c52,Functional connectivity in ADHD children doing Go/No-Go tasks: An fMRI systematic review and meta-analysis,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,c54ea46613ab75feb3e19d0be472f2898514d4c099a36df5b02c010bfc96a37d,batch_000,out_of_scope,[],0.96,functional magnetic resonance imaging (fMRI) scanning has previously revealed important neurobiological correlates of ADHD,fMRI meta-analysis of ADHD functional connectivity.,['resting_state_or_functional_connectivity'],macro_only,not_applicable,False,
work_018899d6d1730a95,f4130869397fe119cbc5f9e81f87049a05b3f0fd,unresolved,1,f4130869397fe119cbc5f9e81f87049a05b3f0fd,Psychological resilience and neurodegenerative risk: A connectomics-transcriptomics investigation in healthy adolescent and middle-aged females,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,5a7a23966a24f8228148bb8411dad740ec68694556893e6ea8cf813d51217bea,batch_000,out_of_scope,[],0.9,connectomics-transcriptomics investigation in healthy adolescent and middle-aged females,Macro neuroimaging connectomics and genetics in resilience study.,['generic_network_neuroscience'],macro_only,not_applicable,False,
work_018e1bfdd5b1e0e2,387455a650c03d1a0b2d3c301c6a3e5aec93a38a,unresolved,1,387455a650c03d1a0b2d3c301c6a3e5aec93a38a,Reduced Fronto-Temporal and Limbic Connectivity in the 22q11.2 Deletion Syndrome: Vulnerability Markers for Developing Schizophrenia?,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,afbce69bd1f5efe8f975b7602e6983bfbadee8dd0e440e7bcd6cd39b93bee4dc,batch_000,out_of_scope,[],0.95,quantify the whole brain white matter connections in 22q11DS using deterministic tractography,DTI tractography structural connectivity in 22q11DS.,['diffusion_mri_or_tractography'],macro_only,not_applicable,False,
work_01a371d322fa7848,0ca01e9a1670ec8571bbb367df253715093b201f,core_audit,1,0ca01e9a1670ec8571bbb367df253715093b201f,Optical Imaging in Brainsmatics,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,7b43f12041f09800eb9cd585b43e010b6948d85ea6913e7558308d41d56292a2,batch_000,adjacent_relevant,"['acquisition_preparation', 'alternative_modality']",0.78,"brain-wide connectome, genome, proteome, transcriptome, metabolome",Optical imaging perspective for brainsmatics/connectome spatial informatics.,['ambiguous_connectome_usage'],multi_scale_bridging,not_applicable,True,low_confidence
work_01a98f721c115b3c,22ade92dc3207e51a9c47dbb3530c8977599500f,core_audit,1,22ade92dc3207e51a9c47dbb3530c8977599500f,Cortical microcircuit determination through global perturbation and sparse sampling in grid cells,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,69d42d26bf363b4b6575aec9bf633f501a3a43865cf681954fc75d7327b3496f,batch_000,adjacent_relevant,"['biological_application', 'structure_function_modeling']",0.79,grid cells offer a particularly rich opportunity for dissecting the mechanistic underpinnings of a cortical circuit,Circuit connectivity inference strategy in grid cells without connectome reconstruction.,[],unclear,not_applicable,True,low_confidence
work_01ba46e87d766569,00b6aed76647b6b7c8926a772b61cfa28ffb233a,role_bridge,1,00b6aed76647b6b7c8926a772b61cfa28ffb233a,Odor Discrimination as a Marker of Early Alzheimer’s Disease,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,5d61aab71707e472d692dac798aed99b07c133e6638958f2e6db58d9dc2fdde4,batch_000,role_bridge,['health_translation'],0.86,Olfactory dysfunction is an early symptom of Alzheimer's disease (AD),Clinical olfactory testing review for early AD detection.,['generic_health_context'],unclear,not_applicable,False,
work_01bf84097a408914,bcaac2b6f229647eee74397b2c7e44b060399775,unresolved,1,bcaac2b6f229647eee74397b2c7e44b060399775,Bottom up modeling of the connectome: Linking structure and function in the resting brain and their changes in aging,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,8081d153e86e27c5a0df075d3a7d1c482cf2349106c5d2b6a9b6f7dd545609fe,batch_000,out_of_scope,[],0.92,"map out a structural connectome, characterize it with graph theoretical methods, and compare it to the functional networks",Macro structural-functional connectome modeling in aging.,['generic_network_neuroscience'],macro_only,not_applicable,False,
work_01c85c45ede98837,9e87091fddaab35355ca7f7e50f5cc61782e1ffb,role_bridge,1,9e87091fddaab35355ca7f7e50f5cc61782e1ffb,VICE: Visual Identification and Correction of Neural Circuit Errors,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,6bb34ed2e72e4b467e11f5eec345636ad19528c348a492bcdacfd99e0ca66b18,batch_000,core_relevant,"['proofreading_qc', 'infrastructure']",0.96,Visual Identification and Correction of Neural Circuit Errors,EM connectome proofreading tool VICE for segmentation error correction.,[],nanoscale_only,connectomics_pipeline_tool,False,
work_01d127caf246ac62,28314af555c67d79fa5d19f583abe3d1c64a80e5,unresolved,1,28314af555c67d79fa5d19f583abe3d1c64a80e5,A connectivity model of the anatomic substrates underlying ideomotor apraxia: A meta-analysis of functional neuroimaging studies.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,25b0fdc95542e49a1bb2f795d1b111bf9c6659796b89f18d8aa73919dc854fcb,batch_000,out_of_scope,[],0.91,propose an anatomically concise network model for the neurophysiologic basis of IMA,Functional neuroimaging meta-analysis of apraxia white matter connectivity.,['generic_health_context'],macro_only,not_applicable,False,
work_01d80c94b77ef0f8,ea2666bb097f74bf6595a6bbaceae7a4272e5d31,unresolved,1,ea2666bb097f74bf6595a6bbaceae7a4272e5d31,Resolution and b value dependent structural connectome in ex vivo mouse brain,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,7dd0129fb4641c599712af455cc4bf95f9ff4c11a6d2666a148fd2d6474024d6,batch_000,out_of_scope,[],0.94,structural connectome in ex vivo mouse brain,Ex vivo mouse dMRI structural connectome at meso/macro scale.,['diffusion_mri_or_tractography'],macro_only,not_applicable,False,
work_01ded53be14a1a53,cc8839995d525a0852abc1857101ab21bbfd9284,unresolved,1,cc8839995d525a0852abc1857101ab21bbfd9284,Predicting regional neurodegeneration from the healthy brain functional connectome,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,82a29fa032327414f080b39bcdde538dba571809c7c3318d9a0159f4107e940d,batch_000,out_of_scope,[],0.93,task-free fMRI to derive the healthy intrinsic connectivity patterns,Resting-state fMRI neurodegeneration epicenter prediction.,['resting_state_or_functional_connectivity'],macro_only,not_applicable,False,
work_01eb7cab7da8e82d,a983cb711769aa8d4bbb657f8bf925c2c2d447de,unresolved,1,a983cb711769aa8d4bbb657f8bf925c2c2d447de,Volume-based structural connectome of epilepsy partialis continua in Rasmussen’s encephalitis,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,d5ae3ff0e5573e322bc61ea04c11d4d899ee8b2932f91eb1ab066cd9dc3ff65c,batch_000,out_of_scope,[],0.92,Volume-based structural connectome of epilepsy partialis continua in Rasmussen's encephalitis,Clinical structural MRI connectome in Rasmussen encephalitis.,['generic_health_context'],macro_only,not_applicable,False,
work_01fc48c8442aa598,97bfc5a1af7a415bcce280e926eecdf6e6142e04,core_audit,1,97bfc5a1af7a415bcce280e926eecdf6e6142e04,Convergent developmental principles between Caenorhabditis elegans and human connectomes.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,0af0e3765601a08700ce3537e6a18adfded67959757dfdc6032fccb009c30907,batch_000,adjacent_relevant,['biological_application'],0.83,reconstructed the entire brain connectome for eight Caenorhabditis elegans spanning from birth to adulthood,Commentary on developmental C. elegans connectome maturation principles.,[],nanoscale_only,not_applicable,True,low_confidence
work_020893805fee7188,37aaa75946613d5c6e0674c244566965315f19ca,core_audit,1,37aaa75946613d5c6e0674c244566965315f19ca,The Connectome and the Quest for the Functional Logic of the Drosophila Early Olfactory System,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,092c838de094bbd2734b0678c8116cfd797e0d548cb1b4b7021e539ba1d44660,batch_000,adjacent_relevant,"['biological_application', 'structure_function_modeling']",0.85,"completion of dense electron-microscopy connectomes provides high quality visualizations of every cell type, neuron, and synapse",Review of Drosophila EOS EM connectome datasets and functional interpretation.,[],nanoscale_only,not_applicable,False,
work_020e3982c01153ed,4598ba49b4aa2f14e6b94f338b60b3476f0993d6,unresolved,1,4598ba49b4aa2f14e6b94f338b60b3476f0993d6,An efficient 3D extraction and reconstruction method for myelinated axons of mouse cerebral cortex based on mixed intelligence,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,295cf6f32abacc9f6cb46fbeb16edc455d991f7a65edfa2ab7484222d8bd4678,batch_000,adjacent_relevant,['reconstruction_segmentation'],0.8,Accurate reconstruction of the 3D morphology and spatial distribution of myelinated axons in mouse brains,Mixed-intelligence myelinated axon reconstruction for mouse connectome; mesoscale not EM synaptic.,['mesoscale_only'],unclear,not_applicable,True,low_confidence
work_021d9ee89270f1a0,9cafebd86075f846efe31660eaa64d509a0c49b6,unresolved,1,9cafebd86075f846efe31660eaa64d509a0c49b6,Longitudinal evaluation of corticospinal tract in patients with resected brainstem cavernous malformations using high-definition fiber tractography and diffusion connectometry analysis: preliminary experience.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,787cc87a9325b08e8ce4f2e7655214ac028774c892d7f0c571ada05c37bd7696,batch_000,out_of_scope,[],0.94,high-definition fiber tractography and diffusion connectometry analysis,Clinical DTI tractography in brainstem cavernous malformations.,"['diffusion_mri_or_tractography', 'generic_health_context']",macro_only,not_applicable,False,
work_02298769657dd694,1f6eb30d764c0b3f2e1cd6133bef01d10778b299,unresolved,1,1f6eb30d764c0b3f2e1cd6133bef01d10778b299,Identifying Configurational Abnormalities in Alzheimer’S Disease Progression Using Multi-View Structure Connectome,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,3da85e8dc43cf685496ab2a591500b90d600e154f770fc94219f0d98d8b6bde4,batch_000,out_of_scope,[],0.95,"brain structural connectome, derived from whole-brain tractography using diffusion-weighted MRI",Multi-view dMRI structural connectome for AD classification.,"['diffusion_mri_or_tractography', 'generic_health_context']",macro_only,not_applicable,False,
work_022f4537397531be,dbdd12988bc177a269e23265f3026c878f8bafbc,role_bridge,1,dbdd12988bc177a269e23265f3026c878f8bafbc,"MagC, magnetic collection of ultrathin sections for volumetric correlative light and electron microscopy",agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,c5547165e666eac308452cda3d45c6e56212a002b88fbe98217e1b60bc327d13,batch_000,adjacent_relevant,"['acquisition_preparation', 'alternative_modality']",0.86,MagC allowed the correlative visualization of neuroanatomical tracers within their ultrastructural volumetric electron microscopy context,MagC section collection enabling volumetric correlative LM/EM connectomics.,[],nanoscale_only,not_applicable,False,
work_0232d70eda88c6aa,c796914fb1e2b7b87aaaff7b7e99e7dc3679b1bc,unresolved,1,c796914fb1e2b7b87aaaff7b7e99e7dc3679b1bc,Objective markers for psychiatric decision-making: How to move imaging into clinical practice,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,3884c79ac1f35ed556774bd8fcd9b704e66ed128b9a0342acef6378046d6aefd,batch_000,out_of_scope,[],0.9,potential of brain imaging to help in single-subject prediction,Psychiatric neuroimaging biomarker review without nanoscale connectomics.,['generic_health_context'],macro_only,not_applicable,False,
work_02392b419d36af06,e4f1daf0ea1eacf3d2f8e53a23cc8017ba1809cc,unresolved,1,e4f1daf0ea1eacf3d2f8e53a23cc8017ba1809cc,Combined Model of Aggregation and Network Diffusion Recapitulates Alzheimer's Regional Tau-Positron Emission Tomography,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,57cfe8d1572c6b54e4a34c187c8408817ebe93ce1dd13ea39af043b3ff1d16a4,batch_000,out_of_scope,[],0.91,"trans-neuronal transmission, whereby misfolded proteins cascade along neuronal pathways",Computational tau spread model on macro networks in AD.,"['generic_health_context', 'generic_network_neuroscience']",macro_only,not_applicable,False,
work_023fb337faef6b34,c50492b1f4e9dd22036d0ce705827e7815fbc71b,unresolved,1,c50492b1f4e9dd22036d0ce705827e7815fbc71b,Geometry-Guided Generative Representation for Functional Brain Graphs,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,011ab6929e015626d1b2822541c1baa9daad25ea910f812dd723a7a24beae1bc,batch_000,out_of_scope,[],0.93,functional brain systems are often characterized using separate yet related graph-theoretic or spectral descriptors,Unsupervised generative model for functional brain graphs.,"['generic_machine_learning', 'resting_state_or_functional_connectivity']",macro_only,not_applicable,False,
work_02580fc06dfe3e98,d27e3c0284b261d251c881155e780f1c939302c8,role_bridge,1,d27e3c0284b261d251c881155e780f1c939302c8,BigDataViewer: visualization and processing for large image data sets,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],unclear,not_applicable,True,uncertain_or_missing_abstract
work_025c5ef05489ba3c,c25bf596a3fb4466384c620e1d47b80a7447f517,core_audit,1,c25bf596a3fb4466384c620e1d47b80a7447f517,Diffusion MRI Connections in the Octopus Brain,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,ff48a19bf724205e174d4c5757a4b947fc24a1caf5625014f5cc795c00a7e8c3,batch_000,adjacent_relevant,['network_science'],0.82,map out a meso-scale connectome of the Octopus bimaculoides brain,dMRI mesoscale connectome of octopus; cites EM/tracing but study is tractography.,"['diffusion_mri_or_tractography', 'mesoscale_only']",macro_only,not_applicable,True,low_confidence
work_0278bad00a302fb7,72873f1a9faedf9f8825b30298d62d42ae2b0e64,core_audit,1,72873f1a9faedf9f8825b30298d62d42ae2b0e64,Cognitive synaptopathy: synaptic and dendritic spine dysfunction in age-related cognitive disorders,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,00796d4d2e80d176c8fc7d4032a44aa8a509a9a46eb2870ab7f995cd49c01836,batch_000,out_of_scope,[],0.88,abnormal connectomics at the level of local neuronal circuits and broader brain networks,Synaptopathy review with incidental connectomics mention.,"['ambiguous_connectome_usage', 'generic_health_context']",unclear,not_applicable,True,core_noise_audit
work_027b9355b833cd11,70409a1c38a8724baddff74319980c34cf0cc2da,unresolved,1,70409a1c38a8724baddff74319980c34cf0cc2da,Characterizing Continuous and Discrete Hybrid Latent Spaces for Structural Connectomes,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,72462e373a751a6fca00087974bc7a39b7e58639247f92e1ddd868ed2e7e4f98,batch_000,out_of_scope,[],0.94,Structural connectomes are detailed graphs that map how different brain regions are physically connected,Macro structural connectome hybrid latent space VAE.,['diffusion_mri_or_tractography'],macro_only,not_applicable,False,
work_029643354bb1e658,921afa7c3d5eca429a5c65c2b651b8ea292ba6f9,core_audit,1,921afa7c3d5eca429a5c65c2b651b8ea292ba6f9,Untangling the cortico-thalamo-cortical loop: cellular pieces of a knotty circuit puzzle,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,dce384ff3ae986aabee6fdee24dff7dd0ff5f2b5a4df5afd97a73ca2cf08310a,batch_000,adjacent_relevant,['biological_application'],0.81,Recent work dissecting the synaptic connectivity in these loops is generating a clearer picture,Review of cortico-thalamo-cortical synaptic connectivity without connectome mapping.,[],unclear,not_applicable,True,low_confidence
