work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,scale_relationship,core_gate,human_review_priority,human_review_reason
work_0414188d3e36a6c6,c3c3a2b793f43e5fec5ed70c9ce991521b7a2ad0,unresolved,1,c3c3a2b793f43e5fec5ed70c9ce991521b7a2ad0,HIERARCHICAL BRAIN EMBEDDING USING EXPLAINABLE GRAPH LEARNING,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,ff088b08bd271ebafbaddc307a1aca705e852a656e2b44bd07a7d53f84263266,batch_000,out_of_scope,[],0.9,"hierarchical brain embedding (HBE), to extract brain network representations based on the network community structure",Explainable graph learning on macro brain networks for aggression prediction.,['generic_machine_learning'],macro_only,not_applicable,True,random_high_confidence_exclusion_audit
work_0422003f036f3ec9,7f281a65d11161abff332d91993e32968339aced,unresolved,1,7f281a65d11161abff332d91993e32968339aced,Graph-Theoretical Methods for Statistical Inference on MR Connectome Data DARPA,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],unclear,not_applicable,True,uncertain_or_missing_abstract
work_0434eed397f07b8c,84e3e57285ce6a5854a1d6b43d28a0da1a264e97,core_audit,1,84e3e57285ce6a5854a1d6b43d28a0da1a264e97,Volume Electron Microscopy Workflows for the study of Large-Scale Neural Connectomics.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],unclear,not_applicable,True,core_noise_audit
work_043907deaaf11bc4,565902e3193de987737cd3a919c00bc004ce3b94,core_audit,1,565902e3193de987737cd3a919c00bc004ce3b94,A Color Vision Circuit for Non-Image-Forming Vision in the Primate Retina,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,8e064b00d2cccdf828ccc87dae864049304bf665690f4c0d54d5826a4e22acf9,batch_000,adjacent_relevant,['biological_application'],0.79,Physiological studies of CA3→CA1 synaptic transmission and plasticity have revealed both pre- and postsynaptic effects,Primate retinal ipRGC circuit physiology without connectome reconstruction.,[],unclear,not_applicable,True,low_confidence
work_043d6cf6b22999a9,330ba6916cd4018ae8526dd09ca1e86088271836,core_audit,1,330ba6916cd4018ae8526dd09ca1e86088271836,A Digital Neural Array IC for Real-Time Neural Network Replication from Spike Activities,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,2dccf908a4a7e6cec4e55a5ac4758e1dff78171e0ba5579d9872107047accf96,batch_000,adjacent_relevant,['structure_function_modeling'],0.78,first hardware platform for network reconstruction—inferring synaptic connectivity directly from spike-train data,Digital IC for inferring synaptic connectivity from spike trains; adjacent inference method.,[],unclear,not_applicable,True,low_confidence
work_046db30f9332feb3,ca4a712b652bd05b1db4996ba8e3d0f7170865d0,unresolved,1,ca4a712b652bd05b1db4996ba8e3d0f7170865d0,Causal functional connectivity in Alzheimer's disease computed from time series fMRI data,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,290d9668ddb849e5f09476dc48dd495b17a17f367f5d0e5697607568926b127e,batch_000,out_of_scope,[],0.95,"Causal Functional Connectivity (CFC) is more informative, providing a directed network representing causal relationships",Resting-state fMRI causal connectome in Alzheimer's disease.,['resting_state_or_functional_connectivity'],macro_only,not_applicable,True,random_high_confidence_exclusion_audit
work_0470fc09d35ecab2,2cfc164ed08e657209e72ec3683d2635761ffdd8,unresolved,1,2cfc164ed08e657209e72ec3683d2635761ffdd8,Spatial variation of changes in test–retest reliability of functional connectivity after global signal regression: The effect of considering hemodynamic delay,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,b1fc7260215dbae3be12e1e6d0ec60b5cb009a3b7ae06537a068a138a4caa881,batch_000,out_of_scope,[],0.94,"test–retest reliability to characterize potential differences in spatial patterns between conventional, static GSR (sGSR) and a novel dynamic form of GSR (dGSR)",fMRI global signal regression reliability analysis.,['resting_state_or_functional_connectivity'],macro_only,not_applicable,True,random_high_confidence_exclusion_audit
work_047847ced0c96ed0,1462000e3c61a2c30f232e7512e4a81e010c8b12,role_bridge,1,1462000e3c61a2c30f232e7512e4a81e010c8b12,The head direction circuit of two insect species,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,b5feb6ce63ccb3d4404a5c63c8c104c4310eb248fa566f3fd8cf18b231bc56fb,batch_000,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.79,model the precise connectivity patterns in two insect species to investigate the effect of the differences on the dynamics,Computational modeling of insect head-direction circuits; not connectome reconstruction.,[],unclear,not_applicable,True,low_confidence
work_0486bae81297fa99,6b943b71be06bcc431b4699276edb87182542142,core_audit,1,6b943b71be06bcc431b4699276edb87182542142,Mapping the Connectome: Multi-Level Analysis of Brain Connectivity,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,fb59acc886b33ea6223949d8be92287200f7280375161cd9e0a44786b78779a2,batch_000,out_of_scope,[],0.93,AdvAnces in multi-level connectivity mApping Sophisticated neuroimaging techniques,dMRI tractography macro human connectome mapping review.,['diffusion_mri_or_tractography'],macro_only,not_applicable,True,core_noise_audit
work_04bc672be1766531,c2d9fbe31034e55be67956f3ec4ab4d7bc6b80ed,core_audit,1,c2d9fbe31034e55be67956f3ec4ab4d7bc6b80ed,Neurodevelopment: Comparative connectomics and the study of circuit assembly.,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,bad84ef76440d935fe592f227ded9cb0bed79cc2cb0a1447be07f3ce8c5bdf54,batch_000,adjacent_relevant,['biological_application'],0.84,comparative connectomics and the study of circuit assembly,News-and-views on comparative connectomics of Drosophila mechanosensory circuit development.,[],nanoscale_only,not_applicable,True,low_confidence
work_05006ad65a5c5f62,9cd3bdfbcefaca30ba00c9ae15cf6368696843d0,core_audit,1,9cd3bdfbcefaca30ba00c9ae15cf6368696843d0,Regional Diversity in the Postsynaptic Proteome of the Mouse Brain,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,da68d83d7b5c8463464cba5c27b620efcb27905269250a880e39d76186e8e025,batch_000,out_of_scope,[],0.9,proteome of the postsynaptic terminal of excitatory synapses comprises over one thousand proteins,Regional postsynaptic proteome mass spectrometry; not connectome mapping.,[],unclear,not_applicable,True,core_noise_audit
work_0506cf0b9cfdf1f4,00bab550620fb50942b59fbdfaff91005ac5cb9c,core_audit,1,00bab550620fb50942b59fbdfaff91005ac5cb9c,"Experience-dependent, sexually dimorphic synaptic connectivity defined by sex-specific cadherin expression",agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,513513e59afd392cd639567361473afe458a558d818611e2a14c8ae05b4662bc,batch_000,adjacent_relevant,"['biological_application', 'synapse_inference']",0.82,FMI-1/Flamingo has the capacity to promote and maintain synaptic connectivity of the PHB nociceptive sensory to a command interneuron,C. elegans sex-specific synaptic connectivity regulation by cadherins.,[],nanoscale_only,not_applicable,True,low_confidence
work_053a6d2ad8e9d69a,da407a132d061b2b5d379724c183e40f58d71e79,core_audit,1,da407a132d061b2b5d379724c183e40f58d71e79,An intersectional gene regulatory strategy defines subclass diversity of C. elegans motor neurons,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,bead287b248189fb7766c62e53154d39ef65e9b991553096d64682caf21e86f2,batch_000,adjacent_relevant,['biological_application'],0.8,subclasses along the anterior-posterior (A-P) axis based on synaptic connectivity patterns and molecular features,C. elegans motor neuron subclass synaptic connectivity development; not wiring reconstruction.,[],unclear,not_applicable,True,low_confidence
work_0552194b80de37f0,7c2f5edbc8f19331780fcf494ba91beeba86af89,core_audit,1,7c2f5edbc8f19331780fcf494ba91beeba86af89,"Topology of synaptic connectivity constrains neuronal stimulus representation, predicting two complementary coding strategies",agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,bf0cda3561cd19c03c92c7b562ee11577fa35dbe69de68c96c30eb20609d8906,batch_000,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.79,local synaptic connectivity and its ability to encode information in a lower dimensional manifold through simulations of a detailed microcircuit model,Microcircuit model linking synaptic connectivity to coding; simulation not connectome mapping.,[],unclear,not_applicable,True,low_confidence
work_058739ee82382c88,878e6616ed1e0adc5c8b9aa05e37b850f073dd60,unresolved,1,878e6616ed1e0adc5c8b9aa05e37b850f073dd60,"Review for ""The connectome of the Caenorhabditis elegans pharynx""",agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,,,insufficient_abstract,[],0.0,,No abstract after best-effort rescue; do not exclude from title alone.,[],unclear,not_applicable,True,uncertain_or_missing_abstract
work_05e7be51adf6e08a,a2fb37821050800e476238a0b76aacdb997ca9a4,core_audit,1,a2fb37821050800e476238a0b76aacdb997ca9a4,Multisensory learning recruits visual neurons into an olfactory memory engram,agent:cursor/claude-opus-5-thinking@2026-08-24,IA-007-v3-work-level,agent_offline,d66ea036db677ed26e5cdfc86b32210f0ed8f15154f60accb330f3c5b9491162,batch_001,adjacent_relevant,['biological_application'],0.83,Synapse-level connectomics suggests that valence-rel,Drosophila multisensory learning with synapse-level connectomics context.,[],nanoscale_only,not_applicable,True,low_confidence
