work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason,authors,year,venue,doi,abstract,publication_types,citation_count_work,has_recovered_bridge_version,has_retained_version,survey_tier,analysis_tier,curriculum_labels,curriculum_label_primary,curriculum_label_count
work_34eca68ee456ee93,1c221175ad3c1ee9dc5c51dc7b373def2aff42dc,core_audit,1,1c221175ad3c1ee9dc5c51dc7b373def2aff42dc,"Explosive, continuous and frustrated synchronization transition in spiking Hodgkin–Huxley neural networks: The role of topology and synaptic interaction",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f82665f520acb66174efde940da4ed3933e5735644dd56f4dcff8ec69dc4dec0,batch_008,adjacent_relevant,"['network_science', 'structure_function_modeling']",0.82,"hierarchical modular networks, such as the connectome",Neural network modeling using connectome-like topology.,[],True,low_confidence,Mahsa Khoshkhou; A. Montakhab,2020.0,Physica A: Statistical Mechanics and its Applications,10.1016/j.physd.2020.132399,"Abstract Synchronization is an important collective phenomenon in interacting oscillatory agents. Many functional features of the brain are related to synchronization of neurons. The type of synchronization transition that may occur (explosive vs. continuous) has been the focus of intense attention in recent years, mostly in the context of phase oscillator models for which collective behavior is independent of the mean-value of natural frequency. However, synchronization properties of biologically-motivated neural models depend on the firing frequencies. In this study we report a systematic study of gamma-band synchronization in spiking Hodgkin–Huxley neurons which interact via electrical or chemical synapses. We use various network models in order to define the connectivity matrix. We find that the underlying mechanisms and types of synchronization transitions in gamma-band differs from beta-band. In gamma-band, network regularity suppresses transition while randomness promotes a continuous transition. Heterogeneity in the underlying topology does not lead to any change in the order of transition, however, correlation between number of synapses and frequency of a neuron will lead to explosive synchronization in heterogeneous networks with electrical synapses. Furthermore, small-world networks modeling a fine balance between clustering and randomness (as in the cortex), lead to explosive synchronization with electrical synapses, but a smooth transition in the case of chemical synapses. We also find that hierarchical modular networks, such as the connectome, lead to frustrated transitions. We explain our results based on various properties of the network, paying particular attention to the competition between clustering and long-range synapses.",,16,False,True,adjacent_relevant,adjacent,[],,0
work_34fc25940f548ef5,018e25a060c4ee1b486804249f8d89db65cd2c43,core_audit,1,018e25a060c4ee1b486804249f8d89db65cd2c43,Reconstruction of a connectome of single neurons in mouse brains by cross-validating multi-scale multi-modality data,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,63bee797570644ad079acaeecc524944c803cc039f978275eab142bf0e87b916,batch_008,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.85,map single-neuron connectivity... inferred synaptic connections from overlap of axonal and dendritic arbors,Light-microscopy inferred single-neuron connectome; not EM synaptic resolution.,[],False,,Feng Xiong; Lijuan Liu; Hanchuan Peng,2025.0,Nature Methods,10.1038/s41592-025-02784-2,"Brain networks, or connectomes, have inspired research at macro-, meso- and micro-scales. However, the rise of single-cell technologies necessitates inferring connectomes consisting of individual neurons projecting throughout the brain. Her, we present a scalable approach to map single-neuron connectivity at the whole-brain scale using two complementary methods. We first generated an arbor-net by probabilistically pairing dendritic and axonal arbors of 20,247 neurons registered to the Allen Brain Atlas. We also produced a bouton-net based on 2.57 million putative axonal boutons from 1,877 fully reconstructed neurons and probabilistic pairing of these full-morphology datasets. Cross-validation of both networks showed statistical consistency in spatially and anatomically modular distributions of neuronal connections, corresponding to functional modules in the mouse brain. We found that single-neuron connections correlated more strongly with gene coexpression than the full-brain mesoscale connectome. Our network analysis, comparing the connectomes with alternative brain architectures, identified nonrandom subnetwork patterns. Overall, our data indicate rich granularity and strong modular diversity in mouse brain networks. This Resource presents a scalable method to build a connectome from light-microscopy-based reconstructions of mouse neurons and inferred synaptic connections that were derived from the overlap of axonal and dendritic arbors or boutons and dendritic arbors. The inferred connectome has been validated with additional multi-modal datasets.",JournalArticle,11,False,True,adjacent_relevant,adjacent,[],,0
work_363f7d32a40b6f99,344b2f72d6806adf5fab78d24d51c3e54bbfc338,core_audit,1,344b2f72d6806adf5fab78d24d51c3e54bbfc338,Structural and functional analysis of single neurons to correlate synaptic connectivity with grooming behavior,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,e716440e23598a3820ac5770c7ec609f0e06638239ecb59d8a2d39d985123b63,batch_008,adjacent_relevant,['biological_application'],0.72,image the complex axonal branching structure of identified mechanosensory neurons,Single-neuron axonal morphology correlated with behavior.,[],True,low_confidence,Ibrahim Kays; V. Cvetkovska; B. Chen,2013.0,Nature Protocols,10.1038/nprot.2013.157,"We describe a protocol to image the complex axonal branching structure of identified mechanosensory neurons in Drosophila, combined with a behavioral assay to evaluate the functional output of the neuron. The stimulation of identified mechanosensory neurons in live animals produces a stereotyped grooming reflex. The mechanosensory axonal arbor within the CNS is subsequently labeled with a lipophilic fluorescent dye and imaged by fluorescence microscopy. The behavioral output can therefore be correlated to the axonal morphology of the stimulated neuron in the same animal. Combining this protocol with genetic analysis provides a powerful tool for identifying the roles of molecules involved in different aspects of hard-wired neural circuit formation underlying an innate behavior. From behavioral analysis to axonal imaging, the protocol takes 4 d.",JournalArticle,16,False,True,adjacent_relevant,adjacent,[],,0
work_381cfb0ab7dee493,e80c5edcb5575506757d0e52195b5feecf404eaa,core_audit,1,e80c5edcb5575506757d0e52195b5feecf404eaa,The connectome of rostral ventrolateral medulla C1 neurons,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,1386dc820a5bc501d103c1f8430595b89fdbf089a056f8d0c26372b4496e0963,batch_008,adjacent_relevant,"['network_science', 'biological_application']",0.8,brain-wide connectomic maps of neurons that provide monosynaptic drive,Viral tracing connectomic maps; mesoscale not synaptic EM.,[],True,low_confidence,Sheng Le; Bowen Dempsey; Anita J. Turner; Andrew Allen; A. Goodchild; S. McMullan,2016.0,The FASEB Journal,10.1096/fasebj.30.1_supplement.1006.6,"The transcription factor Phox2b is co‐expressed on a large proportion of rostral ventrolateral medulla (RVLM) sympathetic premotor neurons. This population is thought to play a key role in the transmission of vasomotor sympathetic drive and represents a major site of convergence for multiple descending and reflex pathways that co‐ordinate sympathetic nerve activity. Elucidating the organization of the circuits that control these neurons is a key research objective. Here we present brain‐wide connectomic maps of neurons that provide monosynaptic drive to RVLM C1 neurons, generated using a two‐step restricted trans‐synaptic viral tracing strategy. Phox2b expressing C1 neurons were first transduced with a lentiviral vector to express a cassette containing the cognate avian receptor TVA and rabies G‐protein. TVA‐expressing neurons were then selectively infected with a reporter‐expressing rabies variant, SADΔG (EnvA)‐RFP, which retrogradely and trans‐synaptically labelled neurons that provide monosynaptic drive to Phox2b‐positive neurons.",JournalArticle,0,False,True,adjacent_relevant,adjacent,[],,0
work_38b49edc6e3d2483,8c0f0b67c891bef8692a18743cf363547c84c140,role_bridge,1,8c0f0b67c891bef8692a18743cf363547c84c140,Exploring the third dimension: volume electron microscopy comes of age.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,b40f0b142e438c9c4c55dd4597994809bb78435fb2e4ae6a3c2c4129917ee66e,batch_008,adjacent_relevant,"['acquisition_preparation', 'infrastructure']",0.84,volume electron microscopy... 3-dimensional visualisation... connectomics,Review of volume EM specimen preparation advances.,[],True,low_confidence,C. Peddie; L. Collinson,2014.0,Micron,10.1016/j.micron.2014.01.009,"Groundbreaking advances in volume electron microscopy and specimen preparation are enabling the 3-dimensional visualisation of specimens with unprecedented detail, and driving a gratifying resurgence of interest in the ultrastructural examination of cellular systems. Serial section techniques, previously the domain of specialists, are becoming increasingly automated with the development of systems such as the automatic tape-collecting ultramicrotome, and serial blockface and focused ion beam scanning electron microscopes. These changes are rapidly broadening the scope of biomedical studies to which volume electron microscopy techniques can be applied beyond the brain. Further innovations in microscope design are also in the pipeline, which have the potential to enhance the speed and quality of data collection. The recent introduction of integrated light and electron microscopy systems will revolutionise correlative light and volume electron microscopy studies, by enabling the sequential collection of data from light and electron imaging modalities without intermediate specimen manipulation. In doing so, the acquisition of comprehensive functional information and direct correlation with ultrastructural details within a 3-dimensional reference space will become routine. The prospects for volume electron microscopy are therefore bright, and the stage is set for a challenging and exciting future.",Review;JournalArticle,331,True,False,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_39cd5f0563d3d522,53a124621d1252dd535033da918fe7eb051ca5e0,unresolved,1,53a124621d1252dd535033da918fe7eb051ca5e0,Macaque structural connectivity revisited: CoCoMac 2.0,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,cef6ae5d8aa14e9e14504ef42815ed985de91a98aa8991d275b98a10fd417a5d,batch_009,adjacent_relevant,"['network_science', 'infrastructure']",0.83,CoCoMac... structural connectivity in the Macaque brain... constrain neuronal network models,Macaque tracing-based structural connectivity database.,[],True,low_confidence,Rembrandt Bakker; Tobias C. Potjans; T. Wachtler; M. Diesmann,2011.0,BMC Neuroscience,10.1186/1471-2202-12-s1-p72,"CoCoMac (cocomac.org) is a large data base on structural connectivity in the Macaque brain, based on over 450 published axonal tracing studies [1]. This huge curation effort took place under the guidance of Rolf Kotter, and provided data to numerous brain network analysis and modeling studies. While working on a major new release of the database, Rolf Kotter sadly passed away in June 2010. We are committed to foster the further development of CoCoMac and are gradually releasing the newly developed web interface at the CoCoMac 2.0 server hosted at the German INCF Node (cocomac.g-node.org). 
 
Macaque structural connectivity data is relevant for uncovering the large-scale human connectome and increasingly plays a role in constraining neuronal network models that link the connectivity structure to activity dynamics and network function. With recent advances in computer hardware and simulation software [2], brain-scale simulations with millions of spiking neurons become feasible, accounting simultaneously for the macroscopic and the microscopic structure of cortical networks. These models promote the integration of local micro circuitry and long-range connectivity data on the level of the cell-type specificity of connections. Such level of detail cannot be provided by diffusion MRI-based techniques: for layer-specificity, intracortical resolution and directionality, one has to fall back to axonal tracing experiments. Combining these into a complete picture for the entire brain is an enormous challenge, as it involves experiments that have been measured in thousands of individual brains over the course of a century. 
 
Since the spatial coordinates of tracing injections are undocumented in most publications, CoCoMac has had no other choice than to describe connectivity completely in terms of named brain regions: ‘region A has axonal projections to region B’. A nomenclature mapping service known as ORT [3] translates named brain regions in older brain atlases to newer ones and vice versa. Producing correct nomenclature mappings is of crucial importance. Incorrect or imprecise use of nomenclature in the literature leads to conflicting (chains of) mapping statements, and to errors in the resulting connectivity. CoCoMac 2.0 detects for each mapping statement whether conflicting versions exist, and uses Bayesian reasoning to eliminate the inconsistent literature statements causing the conflicts. 
 
For data exchange with MRI-based techniques, CoCoMac needs to attach spatial coordinates to its connectivity data. This is achieved by integrating CoCoMac with the INCF Scalable Brain Atlas (SBA, scalablebrainatlas.incf.org/cocomac) [4]. This web-based tool interactively displays structural connectivity in a spatial reference framework, and supports a number of commonly used brain atlases. The SBA provides a point-and-click interface to the low level text-based services at the CoCoMac server.",,7,False,True,adjacent_relevant,adjacent,[],,0
work_3a04d60d1153548a,ce09d217fd16c9efae7f3a664f756f5ccc2b3013,unresolved,1,ce09d217fd16c9efae7f3a664f756f5ccc2b3013,Single‐neuron axonal reconstruction: The search for a wiring diagram of the brain,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,11251c6fb2f98084f4b409da5affea5bec36129049c033fe4abfc52878d5f0e2,batch_009,adjacent_relevant,"['acquisition_preparation', 'structure_function_modeling']",0.8,search for a wiring diagram of the brain... axonal projection patterns of single neurons,Review of axonal reconstruction methods toward wiring diagrams.,[],True,low_confidence,M. Economo; Johan Winnubst; Erhan Bas; Tiago A. Ferreira; J. Chandrashekar,2019.0,The Journal of comparative neurology,10.1002/cne.24674,"Reconstruction of the axonal projection patterns of single neurons has been an important tool for understanding both the diversity of cell types in the brain and the logic of information flow between brain regions. Innovative approaches now enable the complete reconstruction of axonal projection patterns of individual neurons with vastly increased throughput. Here, we review how advances in genetic, imaging, and computational techniques have been exploited for axonal reconstruction. We also discuss how new innovations could enable the integration of genetic and physiological information with axonal morphology for producing a census of cell types in the mammalian brain at scale.",Review;JournalArticle,32,False,True,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_3a65e3433ca551c8,6fe765ffe1c2d21bd13b7c9163305c389567c4d4,core_audit,1,6fe765ffe1c2d21bd13b7c9163305c389567c4d4,Unusual Mathematical Approaches Untangle Nervous Dynamics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,3eb1c197d43f56d86a4ee2ce672a8972e2caf72ee9c55372131bbfa0bba7701a,batch_009,adjacent_relevant,['network_science'],0.68,brain connectome can be tackled in terms of tunnelling nanotubes,Speculative mathematical essay referencing connectome topology.,['ambiguous_connectome_usage'],True,low_confidence,Arturo Tozzi; L. Mariniello,2022.0,Biomedicines,10.3390/biomedicines10102581,"The massive amount of available neurodata suggests the existence of a mathematical backbone underlying neuronal oscillatory activities. For example, geometric constraints are powerful enough to define cellular distribution and drive the embryonal development of the central nervous system. We aim to elucidate whether underrated notions from geometry, topology, group theory and category theory can assess neuronal issues and provide experimentally testable hypotheses. The Monge’s theorem might contribute to our visual ability of depth perception and the brain connectome can be tackled in terms of tunnelling nanotubes. The multisynaptic ascending fibers connecting the peripheral receptors to the neocortical areas can be assessed in terms of knot theory/braid groups. Presheaves from category theory permit the tackling of nervous phase spaces in terms of the theory of infinity categories, highlighting an approach based on equivalence rather than equality. Further, the physical concepts of soft-matter polymers and nematic colloids might shed new light on neurulation in mammalian embryos. Hidden, unexpected multidisciplinary relationships can be found when mathematics copes with neural phenomena, leading to novel answers for everlasting neuroscientific questions. For instance, our framework leads to the conjecture that the development of the nervous system might be correlated with the occurrence of local thermal changes in embryo–fetal tissues.",Review;JournalArticle,3,False,True,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_3ab4cb0af089d3c4,6d7f8ef047c0bf28849dbc6520c3972dafdb70c8,core_audit,1,6d7f8ef047c0bf28849dbc6520c3972dafdb70c8,Geometry and dynamics of representations in a precisely balanced memory network related to olfactory cortex,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,debacfa40083679130c153ff53936e790104de14dbf00b4f4dd37eeb6f3f8a6d,batch_009,adjacent_relevant,"['structure_function_modeling', 'biological_application']",0.8,spiking network model based on experimental data from telencephalic area Dp of adult zebrafish,Balanced recurrent network model of zebrafish olfactory cortex.,[],True,low_confidence,Claire Meissner-Bernard; Friedemann Zenke; R. Friedrich,2024.0,bioRxiv,10.7554/elife.96303,"Biological memory networks are thought to store information by experience-dependent changes in the synaptic connectivity between assemblies of neurons. Recent models suggest that these assemblies contain both excitatory and inhibitory neurons (E/I assemblies), resulting in co-tuning and precise balance of excitation and inhibition. To understand computational consequences of E/I assemblies under biologically realistic constraints we built a spiking network model based on experimental data from telencephalic area Dp of adult zebrafish, a precisely balanced recurrent network homologous to piriform cortex. We found that E/I assemblies stabilized firing rate distributions compared to networks with excitatory assemblies and global inhibition. Unlike classical memory models, networks with E/I assemblies did not show discrete attractor dynamics. Rather, responses to learned inputs were locally constrained onto manifolds that “focused” activity into neuronal subspaces. The covariance structure of these manifolds supported pattern classification when information was retrieved from selected neuronal subsets. Networks with E/I assemblies therefore transformed the geometry of neuronal coding space, resulting in continuous representations that reflected both relatedness of inputs and an individual’s experience. Such continuous representations enable fast pattern classification, can support continual learning, and may provide a basis for higher-order learning and cognitive computations.",JournalArticle,9,False,True,adjacent_relevant,adjacent,[],,0
work_3af5c3b4454d1441,0a1dc2f9b9ad75a51b3e40c75f01092cbe2dae8f,role_bridge,1,0a1dc2f9b9ad75a51b3e40c75f01092cbe2dae8f,Domain Adaptive Segmentation In Volume Electron Microscopy Imaging,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,9fc2673304b9aa5934d0a43160c5074d9166224a6d9d03b808d0a028918f9dbd,batch_009,adjacent_relevant,['reconstruction_segmentation'],0.84,Domain Adaptation... volume electron microscopy (EM) imaging... segmenting mitochondria,Domain-adaptive EM segmentation; connectomics-adjacent infrastructure.,[],True,low_confidence,J. Roels; Julian Hennies; Y. Saeys; W. Philips; A. Kreshuk,2018.0,IEEE International Symposium on Biomedical Imaging,10.1109/isbi.2019.8759383,"In the last years, automated segmentation has become a necessary tool for volume electron microscopy (EM) imaging. So far, the best performing techniques have been largely based on fully supervised encoder-decoder CNNs, requiring a substantial amount of annotated images. Domain Adaptation (DA) aims to alleviate the annotation burden by ‘adapting’ the networks trained on existing groundtruth data (source domain) to work on a different (target) domain with as little additional annotation as possible. Most DA research is focused on the classification task, whereas volume EM segmentation remains rather unexplored. In this work, we extend recently proposed classification DA techniques to an encoder-decoder layout and propose a novel method that adds a reconstruction decoder to the classical encoder-decoder segmentation in order to align source and target encoder features. The method has been validated on the task of segmenting mitochondria in EM volumes. We have performed DA from brain EM images to HeLa cells and from isotropic FIB/SEM volumes to anisotropic TEM volumes. In all cases, the proposed method has outperformed the extended classification DA techniques and the finetuning baseline. An implementation of our work can be found on https://github.com/JorisRoels/domain-adaptive-segmentation.",JournalArticle,49,True,False,adjacent_relevant,adjacent,[],,0
work_3caddbc3b20ff02f,19577dab2ae00b8876aa7a913400154ee752f6c3,core_audit,1,19577dab2ae00b8876aa7a913400154ee752f6c3,Modelling plasticity in dendrites: from single cells to networks.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,94398dda5e58ee97005536dce99c7319b7514921884b017634a1eb9bbbd19050,batch_009,adjacent_relevant,['structure_function_modeling'],0.76,plasticity on the level of neural networks... synaptic connectivity,Theoretical review of dendritic plasticity and synaptic connectivity.,[],True,low_confidence,Jacopo Bono; Katharina A. Wilmes; C. Clopath,2017.0,Current Opinion in Neurobiology,10.1016/j.conb.2017.08.013,"One of the key questions in neuroscience is how our brain self-organises to efficiently process information. To answer this question, we need to understand the underlying mechanisms of plasticity and their role in shaping synaptic connectivity. Theoretical neuroscience typically investigates plasticity on the level of neural networks. Neural network models often consist of point neurons, completely neglecting neuronal morphology for reasons of simplicity. However, during the past decades it became increasingly clear that inputs are locally processed in the dendrites before they reach the cell body. Dendritic properties enable local interactions between synapses and location-dependent modulations of inputs, rendering the position of synapses on dendrites highly important. These insights changed our view of neurons, such that we now think of them as small networks of nearly independent subunits instead of a simple point. Here, we propose that understanding how the brain processes information strongly requires that we consider the following properties: which plasticity mechanisms are present in the dendrites and how do they enable the self-organisation of synapses across the dendritic tree for efficient information processing? Ultimately, dendritic plasticity mechanisms can be studied in networks of neurons with dendrites, possibly uncovering unknown mechanisms that shape the connectivity in our brains.",Review;JournalArticle,30,False,True,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_3cc21ebfdfd82947,c6e703cd4a2425047ba7490039cc9b41e248aeb8,role_bridge,1,c6e703cd4a2425047ba7490039cc9b41e248aeb8,Two- and three-dimensional electron microscopy techniques: powerful tools for studying the brain under physiological and pathological conditions,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f3c32e3dfd4d40d30a92a36c9fc490e9c732c920f6e348cbdbc294d49050c29c,batch_009,adjacent_relevant,"['acquisition_preparation', 'infrastructure']",0.86,volume electron microscopy methods... study of brain structure and connectivity at the synaptic level,Review of 2D/3D EM methods for synaptic connectivity mapping.,[],False,,Rafael Luján; M. Turégano-Lopez; C. Aguado; Á. Merchán-Pérez,2024.0,Advanced Technology in Neuroscience,10.4103/atn.atn-d-24-00009,"We are in the midst of a revolution in the fields of neuroanatomy and electron microscopy. The monumental advancements in the neuroscience field during the last decade have led to unprecedented scientific discoveries about our brain and to the development of new technologies and applications that have significantly contributed to such advances. Conventional applications of transmission electron microscopy have revolutionized neurosciences and are critical for determining the fine morpho-functional characterization of brain cells and their connections. Electron microscopy has progressively evolved toward the development of both more sensitive approaches to unravel the bidimensional subcellular localization of proteins and tools that allow for the three-dimensional characterization of different nerve cells and their connections. The development of new technological advances in two- and three-dimensional electron microscopy to study and map the brain has led to the development of essential tools to decipher the complexity of the brain. For two-dimensional, the sodium dodecyl sulfate-digested freeze-fracture replica labeling technique is a technique with the main goal of chemically identifying the structural components viewed in freeze-fracture replicas and has significant advantages over conventional immunoelectron microscopic techniques for revealing the subcellular organization of proteins along the neuronal surface in the brain. For three-dimensional, volume electron microscopy methods can be applied to structural studies of cell components and organelles, just as conventional transmission electron microscopy has been traditionally applied, but with advantages derived from the possibility of three-dimensional visualization and analysis. The development of volume electron microscopy has greatly facilitated the study of brain structure and connectivity at the synaptic level. Dedicated software tools for the analysis of highly complex connectivity patterns in three dimension are evolving in parallel, allowing the extraction of relevant information from large datasets. Moreover, by applying these new methodologies, the field of pathology is expected to advance, potentially with the identification of the pathogenesis generating these diseases. This review aims to present the possibilities and fundamentals of two- and three-dimensional electron microscopy for high-resolution ultrastructural analyses of neurons and their connections. These technological tools have improved the ability to study the brain, thus providing new insights into brain structure and function.",JournalArticle;Review,5,True,False,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_3cf5d4c3be86004c,4b8a23f3445553814478e89d9f906103fd3f1c21,unresolved,1,4b8a23f3445553814478e89d9f906103fd3f1c21,A Semiparametric Two-Sample Hypothesis Testing Problem for Random Graphs,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d107558749104b09302a6fcd37b62203587c2876a0594ff3c1ba18711b726778,batch_009,adjacent_relevant,['network_science'],0.8,"neural connectome graphs... C. elegans connectome, we are able to distinguish between chemical and electrical networks",Graph hypothesis testing applied to connectome datasets.,[],True,low_confidence,M. Tang; A. Athreya; D. Sussman; V. Lyzinski; Youngser Park; C. Priebe,2017.0,,10.1080/10618600.2016.1193505,"ABSTRACT Two-sample hypothesis testing for random graphs arises naturally in neuroscience, social networks, and machine learning. In this article, we consider a semiparametric problem of two-sample hypothesis testing for a class of latent position random graphs. We formulate a notion of consistency in this context and propose a valid test for the hypothesis that two finite-dimensional random dot product graphs on a common vertex set have the same generating latent positions or have generating latent positions that are scaled or diagonal transformations of one another. Our test statistic is a function of a spectral decomposition of the adjacency matrix for each graph and our test procedure is consistent across a broad range of alternatives. We apply our test procedure to real biological data: in a test-retest dataset of neural connectome graphs, we are able to distinguish between scans from different subjects; and in the C. elegans connectome, we are able to distinguish between chemical and electrical networks. The latter example is a concrete demonstration that our test can have power even for small-sample sizes. We conclude by discussing the relationship between our test procedure and generalized likelihood ratio tests. Supplementary materials for this article are available online.",,159,False,True,adjacent_relevant,adjacent,[],,0
work_3f1826f13366209a,d6ee86cc6dc5e1ec14e464e45df2189e6d4c5788,unresolved,1,d6ee86cc6dc5e1ec14e464e45df2189e6d4c5788,Toward a foundational brain model of intelligence.,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f166d065c02e7b511325994bca3fd05f461901b7bc874d9b57c0eb4f50b4636a,batch_009,adjacent_relevant,"['structure_function_modeling', 'network_science']",0.74,computational platform that incorporates connectome and cell types,NeuroAI proposal to build connectome-informed brain models.,[],True,low_confidence,Xiao-jing Wang,2026.0,Current Opinion in Neurobiology,10.1016/j.conb.2026.103198,"Foundation models, that are pre-trained by massive data then serve as the core of various systems fine-tuned to accomplish a range of specific tasks, have begun to be deployed in Neuroscience. Here I consider how this new approach may go beyond input-output predictions to yield mechanistic understanding, and enable superb mental abilities which are still poorly understood and elusive in artificial intelligence (AI) systems. I propose the development of a computational platform that incorporates connectome and cell types, captures complex dynamics of recurrent neural circuits, and learns to accomplish multiple cognitive tasks the combined performance of which measures intelligence. Illustrated by recent works in the field of NeuroAI, key requirements are outlined for a biologically-based foundational brain model of intelligence with, at its core, the prefrontal cortex that underlies cognitive capabilities ranging from learning-to-learn, reasoning, planning to executive control of behavior. Resulting novel algorithms could inspire the advancement of general human-like AI.",Review;JournalArticle,0,False,True,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_3f85fd1498cd4c6b,877bffc06b64c700854ffa602844f11699a92e47,core_audit,1,877bffc06b64c700854ffa602844f11699a92e47,Re-formation of synaptic connectivity in dissociated human stem cell-derived retinal organoid cultures,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,051aebe806b9703da3e71f68272fe431f1813de29e8954ffb7e40fb12702956e,batch_009,adjacent_relevant,"['synapse_inference', 'biological_application']",0.78,rabies virus-based monosynaptic tracing assay... synaptic plasticity of RO-derived retinal neurons,Synaptic reconnection assay in retinal organoids.,[],True,low_confidence,Allison L. Ludwig; Steven J. Mayerl; Yu Gao; Mark Banghart; Cole Bacig; Maria A. Fernandez Zepeda; Xinyu Zhao; D. Gamm,2023.0,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2213418120,"Significance Synaptic contacts between neurons are required for the proper functioning of retinal and other neural circuits. Recently, the presence of functional synapses within intact human pluripotent stem cell (hPSC)-derived retinal organoids (ROs) was indirectly shown via calcium imaging. However, direct evidence supporting the capacity for de novo synaptic transmission after dissociation and re-association of retinal organoids is lacking. Since formation of synaptic connections is a necessary step in the functional replacement of retinal neurons, we employed a highly controlled, rabies virus-based monosynaptic tracing assay to investigate neuronal reconnection following dissociation of early RO cultures. Our results provide evidence for synaptic plasticity of RO-derived retinal neurons, which further establishes their theoretical potential to restore visual circuits.",JournalArticle,19,False,True,adjacent_relevant,adjacent,[],,0
work_3fc32d8b6b292ea4,e4c723b73929f3e226e633ba7895ac71345d57e5,core_audit,1,e4c723b73929f3e226e633ba7895ac71345d57e5,The connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,b441ce1c30488b9174ac458198f4ed280deae4487ea76981b10855e7df48a56b,batch_009,adjacent_relevant,['network_science'],0.72,overview of the origins and definitions of the concept and its application to structural and functional brain connectivity,General connectome concept review spanning modalities.,['ambiguous_connectome_usage'],True,low_confidence,O. Sporns,2020.0,New Oxford Textbook of Psychiatry,10.1093/med/9780198713005.003.0013,"The connectome refers to a comprehensive network map of the connectivity of the nervous system. Such network maps are composed of sets of neural elements, which may correspond to individual neurons or brain areas, and their interconnections, which may correspond to synaptic links or inter-areal pathways. Connectome maps, at a given level of scale, provide a complete and systematic account of brain connectivity that portrays a complete set of anatomical or physiological relationships. This chapter provides an overview of the origins and definitions of the concept and its application to structural and functional brain connectivity, brief surveys of the major findings on the topology of the human connectome and how its connectivity structure shapes dynamic brain activity, and a selection of current themes in the study of individual differences in development and clinical populations.",Review,49,False,True,adjacent_relevant,adjacent,['key_for_students'],key_for_students,1
work_3ff2d8d7b19a260c,800c07050e0858fed1ae62fb4a927b5932e31fe9,core_audit,1,800c07050e0858fed1ae62fb4a927b5932e31fe9,Fast gene transfer into the adult zebrafish brain by herpes simplex virus 1 (HSV-1) and electroporation: methods and optogenetic applications,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,96dc15536a4982c05b31513551ce822522e833eec36bf008966fd541d73d2388,batch_009,adjacent_relevant,"['biological_application', 'structure_function_modeling']",0.77,measurements of neuronal activity and synaptic connectivity,Viral/electroporation gene transfer tools for zebrafish circuit studies.,[],True,low_confidence,M. Zou; P. De Koninck; R. Neve; R. Friedrich,2014.0,Front. Neural Circuits,10.3389/fncir.2014.00041,"The zebrafish has various advantages as a model organism to analyze the structure and function of neural circuits but efficient viruses or other tools for fast gene transfer are lacking. We show that transgenes can be introduced directly into the adult zebrafish brain by herpes simplex type I viruses (HSV-1) or electroporation. We developed a new procedure to target electroporation to defined brain areas and identified promoters that produced strong long-term expression. The fast workflow of electroporation was exploited to express multiple channelrhodopsin-2 variants and genetically encoded calcium indicators in telencephalic neurons for measurements of neuronal activity and synaptic connectivity. The results demonstrate that HSV-1 and targeted electroporation are efficient tools for gene delivery into the zebrafish brain, similar to adeno-associated viruses and lentiviruses in other species. These methods fill an important gap in the spectrum of molecular tools for zebrafish and are likely to have a wide range of applications.",JournalArticle,34,False,True,adjacent_relevant,adjacent,[],,0
