work_id,canonical_paper_id,source_group,version_count,member_paper_ids,title,model,prompt_version,run_mode,prompt_sha256,adjudication_batch,decision,roles,confidence,evidence,reason,noise_flags,human_review_priority,human_review_reason,abstract,citation_count_work,year,venue,pilot_stratum
work_d8b2bfa158091c64,89ea9c3ebba8e518328e0f9598d3d3f79aa14c46,core_audit,1,89ea9c3ebba8e518328e0f9598d3d3f79aa14c46,"Exploiting large neuroimaging datasets to create connectome-constrained approaches for more robust, efficient, and adaptable artificial intelligence",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,f1db173a322887d3b0c6ecc6b0403c18a25660fc28b2a86ba0240f1791a1ed1c,batch_033,role_bridge,['structure_function_modeling'],0.81,"utilize large neuroimaging datasets, including maps of the brain which capture neuron and synapse connectivity, to improve machine learning approaches",Connectome-constrained AI methods from neuroimaging datasets.,[],True,low_confidence,"Despite the progress in deep learning networks, efficient learning at the edge (enabling adaptable, low-complexity machine learning solutions) remains a critical need for defense and commercial applications. We have pursued multiple neuroscience-inspired AI efforts which may overcome these data inefficiencies, power inefficiencies, and lack of generalization. We envision a pipeline to utilize large neuroimaging datasets, including maps of the brain which capture neuron and synapse connectivity, to improve machine learning approaches. We have pursued different approaches within this pipeline structure, including data-driven discovery in biological networks, augmenting existing computational neuroscience models, investigating the biological structure which enables behaviors, and modifying existing machine learning architectures with insight from biological structure. First, as a demonstration of data-driven discovery, the team has developed a technique for discovery of repeated subcircuits, or motifs. These were incorporated into a neural architecture search approach to evolve network architectures. Second, we have conducted analysis of the heading direction circuit in the fruit fly, which performs fusion of visual and angular velocity features, to explore augmenting existing computational models with new insight. Our team discovered a novel pattern of connectivity, implemented a new model, and demonstrated sensor fusion on a robotic platform. Third, the team analyzed circuitry for memory formation in the fruit fly connectome, enabling the design of a novel generative replay approach. This replay approach resulted in an over 20% accuracy improvement in an incremental class learning scenario, and also demonstrated the ability to utilize large neuroscience datasets to analyze the neural connectivity underlying behavior. Finally, the team has begun analysis of connectivity in mammalian cortex to explore potential improvements to transformer networks. These constraints increased network robustness on the most challenging examples in the CIFAR-10-C computer vision robustness benchmark task, while reducing learnable attention parameters by over an order of magnitude. Taken together, these results demonstrate multiple potential approaches to utilize insight from neural systems for developing robust and efficient machine learning techniques.",2,2023.0,Defense + Commercial Sensing,golden
work_0c913304a5fb2574,7878f7a66503a25315599edd12e7b5f1cc4d8058,core_audit,1,7878f7a66503a25315599edd12e7b5f1cc4d8058,Registering large volume serial-section electron microscopy image sets for neural circuit reconstruction using FFT signal whitening,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d015095fd18dd964246dfb12876de5d5a41240b34bd60135ecc80a7aa1c23744,batch_002,core_relevant,"['infrastructure', 'reconstruction_segmentation']",0.97,serial section electron microscopy (ssEM)... register... neural circuit reconstruction,SWiFT-IR registration for ssEM connectomics datasets.,[],False,,"The detailed reconstruction of neural anatomy for connectomics studies requires a combination of resolution and large three-dimensional data capture provided by serial section electron microscopy (ssEM). The convergence of high throughput ssEM imaging and improved tissue preparation methods now allows ssEM capture of complete specimen volumes up to cubic millimeter scale. The resulting multi-terabyte image sets span thousands of serial sections and must be precisely registered into coherent volumetric forms in which neural circuits can be traced and segmented. This paper introduces a Signal Whitening Fourier Transform Image Registration approach (SWiFT-IR) under development at the Pittsburgh Supercomputing Center and its use to align mouse and zebrafish brain datasets acquired using the wafer mapper ssEM imaging technology recently developed at Harvard University. Unlike other methods now used for ssEM registration, SWiFT-IR modifies its spatial frequency response during image matching to maximize a signal-to-noise measure used as its primary indicator of alignment quality. This alignment signal is more robust to rapid variations in biological content and unavoidable data distortions than either phase-only or standard Pearson correlation, thus allowing more precise alignment and statistical confidence. These improvements in turn enable an iterative registration procedure based on projections through multiple sections rather than more typical adjacent-pair matching methods. This projection approach, when coupled with known anatomical constraints and iteratively applied in a multi-resolution pyramid fashion, drives the alignment into a smooth form that properly represents complex and widely varying anatomical content such as the full crosssection zebrafish data.",35,2016.0,International Conference on Artificial Intelligence and Pattern Recognition,core_relevant
work_1bc550704e02bb7c,894ee11f52b9270338d4fcc014cf83ec456a761e,core_audit,1,894ee11f52b9270338d4fcc014cf83ec456a761e,Expansion Sequencing of RNA Barcoded Neurons in the Mammalian Brain: Progress and Implications for Molecularly Annotated Connectomics,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,3078331e747a4c52cfa82783030b8f923a5b151b169d84e678d9caa90a3a00f3,batch_004,core_relevant,"['reconstruction_segmentation', 'infrastructure']",0.95,roadmap for molecularly annotated connectomics at a brain-wide scale,ExBarSeq expansion sequencing for molecularly annotated connectomics.,[],False,,"Mapping and molecularly annotating mammalian neural circuits is challenging due to the inability to uniquely label cells while also resolving subcellular features such as synaptic proteins or fine cellular processes. We argue that an ideal technology for connectomics would have the following characteristics: the capacity for robust distance-independent labeling, synaptic resolution, molecular interrogation, and scalable computational methods. The recent development of high-diversity cellular barcoding with RNA has provided a way to overcome the labeling limitations associated with spectral dyes, however performing all-optical circuit mapping has not been demonstrated because no method exists to image barcodes throughout cells at synaptic-resolution. Here we show ExBarSeq, an integrated method combining in situ sequencing of RNA barcodes, immunostaining, and Expansion Microscopy coupled with an end-to-end software pipeline that automatically extracts barcode identities from large imaging datasets without data processing bottlenecks. As a proof of concept, we applied ExBarSeq to thick tissue sections from mice virally infected with MAPseq viral vectors and demonstrated the extraction of 50 barcoded cells in the visual cortex as well as cell morphologies uncovered via immunostaining. The current work demonstrates high resolution multiplexing of exogenous barcodes and endogenous synaptic proteins and outlines a roadmap for molecularly annotated connectomics at a brain-wide scale.",2,2022.0,bioRxiv,core_relevant
work_69cca0faa382822e,10c00d6881358ef9fbf0d374664b20af8b89bd88,core_audit,1,10c00d6881358ef9fbf0d374664b20af8b89bd88,Electrical synapses for a pooling layer of the convolutional neural network in retinas,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,4475f105e5bd9214f1caf337fd6e172bc5fd95da3a958fc773c2a23aec024ccf,batch_016,core_relevant,"['reconstruction_segmentation', 'biological_application']",0.88,CNN machine learning algorithm is powerful in classifying neuron borderlines on electron micrograph images for automatized connectomic analysis,Retinal EM connectome-inspired CNN circuit analysis perspective.,[],False,,"We have an example of a synergetic effect between neuroscience and connectome via artificial intelligence. The invention of Neocognitron, a machine learning algorithm, was inspired by the visual cortical circuitry for complex cells to be made by combinations of simple cells, which uses a hierarchical convolutional neural network (CNN). The CNN machine learning algorithm is powerful in classifying neuron borderlines on electron micrograph images for automatized connectomic analysis. CNN is also useful as a functional framework to analyze the neurocircuitry of the visual system. The visual system encodes visual patterns in the retina and decodes them in the corresponding cortical areas. The knowledge of evolutionarily chosen mechanisms in retinas may help the innovation of new algorithms. Since over a half-century ago, a classical style of serial section transmission electron microscopy has vastly contributed to cell biology. It is still useful to comprehensively analyze the small area of retinal neurocircuitry that is rich in natural intelligence of pattern recognition. I discuss the perspective of our study on the primary rod signal pathway in mouse and macaque retinas with special reference to electrical synapses. Photon detection under the scotopic condition needs absolute sensitivity but no intricate pattern recognition. This extreme case is regarded as the most simplified pattern recognition of the input with no autocorrelation. A comparative study of mouse and macaque retinas, where exists the 7-fold difference in linear size, may give us the underlying principle with quantitative verification of their adaptational designs of neurocircuitry.",1,2023.0,Frontiers in Cellular Neuroscience,core_relevant
work_fc893d85a8e35b6b,5099f4773c47aa00695dde5968772993c3c40329,core_audit,1,5099f4773c47aa00695dde5968772993c3c40329,Post-acquisition image based compensation for thickness variation in microscopy section series,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,7795dbcc3462001d77e10fa7b43dc1b6dd657bf2553071346c6c33876c36712f,batch_039,core_relevant,['infrastructure'],0.9,removing ultrathin layers from a solid block containing the specimen... is a fragile procedure and has limited precision with respect to section thickness,EM section thickness compensation for connectomics.,[],False,,"Serial section Microscopy is an established method for volumetric anatomy reconstruction. Section series imaged with Electron Microscopy are currently vital for the reconstruction of the synaptic connectivity of entire animal brains such as that of Drosophila melanogaster. The process of removing ultrathin layers from a solid block containing the specimen, however, is a fragile procedure and has limited precision with respect to section thickness. We have developed a method to estimate the relative z-position of each individual section as a function of signal change across the section series. First experiments show promising results on both serial section Transmission Electron Microscopy (ssTEM) data and Focused Ion Beam Scanning Electron Microscopy (FIB-SEM) series. We made our solution available as Open Source plugins for the TrakEM2 software and the ImageJ distribution Fiji.",13,2014.0,IEEE International Symposium on Biomedical Imaging,core_relevant
work_406c25e780e295c9,b39bbc246f1a69b97282f4017261d9bae2889a61,core_audit,1,b39bbc246f1a69b97282f4017261d9bae2889a61,Reconstruction of genetically identified neurons imaged by serial-section electron microscopy,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,d1dcc465e493fc5e97366a67601ef2fe5629fafb0b4fb7f992f450f6d775bf45,batch_010,core_relevant,"['reconstruction_segmentation', 'acquisition_preparation']",0.95,serial section electron microscopy... targeted reconstruction of specific neuronal types,Genetically targeted EM reconstruction for circuit mapping.,[],False,,"Resolving patterns of synaptic connectivity in neural circuits currently requires serial section electron microscopy. However, complete circuit reconstruction is prohibitively slow and may not be necessary for many purposes such as comparing neuronal structure and connectivity among multiple animals. Here, we present an alternative strategy, targeted reconstruction of specific neuronal types. We used viral vectors to deliver peroxidase derivatives, which catalyze production of an electron-dense tracer, to genetically identify neurons, and developed a protocol that enhances the electron-density of the labeled cells while retaining the quality of the ultrastructure. The high contrast of the marked neurons enabled two innovations that speed data acquisition: targeted high-resolution reimaging of regions selected from rapidly-acquired lower resolution reconstruction, and an unsupervised segmentation algorithm. This pipeline reduces imaging and reconstruction times by two orders of magnitude, facilitating directed inquiry of circuit motifs. DOI: http://dx.doi.org/10.7554/eLife.15015.001",78,2016.0,eLife,core_relevant
work_1c4e68a0ac51bff8,de6c8d03b5c4efc0415535c43827921d4c85c3db,core_audit,1,de6c8d03b5c4efc0415535c43827921d4c85c3db,Serotonergic modulation of swallowing in a complete fly vagus nerve connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,c0d9a87e7f189389edd1fdb1c8bedc55e17e2cbd5b0de8d2704842e2387d183d,batch_004,core_relevant,"['reconstruction_segmentation', 'biological_application']",0.96,scanning transmission electron microscopy volume of Drosophila to map the neuronal circuits ... at synaptic resolution,Whole-animal EM connectome of fly vagus nerve circuit.,[],False,,"Summary How the body interacts with the brain to perform vital life functions, such as feeding, is a fundamental issue in physiology and neuroscience. Here, we use a whole-animal scanning transmission electron microscopy volume of Drosophila to map the neuronal circuits that connect the entire enteric nervous system to the brain via the insect vagus nerve at synaptic resolution. We identify a gut-brain feedback loop in which Piezo-expressing mechanosensory neurons in the esophagus convey food passage information to a cluster of six serotonergic neurons in the brain. Together with information on food value, these central serotonergic neurons enhance the activity of serotonin receptor 7-expressing motor neurons that drive swallowing. This elemental circuit architecture includes an axo-axonic synaptic connection from the glutamatergic motor neurons innervating the esophageal muscles onto the mechanosensory neurons that signal to the serotonergic neurons. Our analysis elucidates a neuromodulatory sensory-motor system in which ongoing motor activity is strengthened through serotonin upon completion of a biologically meaningful action, and it may represent an ancient form of motor learning.",14,2024.0,Current Biology,core_relevant
work_2e7057c9bdb34818,0010e084c682454aef23a37eb89228c310669aaa,core_audit,1,0010e084c682454aef23a37eb89228c310669aaa,Bisected graph matching improves automated pairing of bilaterally homologous neurons from connectomes,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,12898b909ea3944ac6285ae26a6d4e377c757876e14fb61dda8fc5b6c18d4d16,batch_007,core_relevant,"['network_science', 'proofreading_qc']",0.89,bisected graph matching problem... match individual neurons in nanoscale connectomes... real connectome datasets,Graph matching method for bilateral neuron pairing in connectomes.,[],False,,"Graph matching algorithms attempt to find the best correspondence between the nodes of two networks. These techniques have previously been used to match individual neurons in nanoscale connectomes – in particular, to find pairings of neurons across hemispheres. However, since graph matching techniques deal specifically with two isolated networks, they have only utilized the ipsilateral (same hemisphere) subgraphs when performing the matching. Here, we present a modification to a state-of-the-art graph matching algorithm which allows it to solve what we call the bisected graph matching problem. This modification allows us to also use connections between the brain hemispheres when predicting neuron pairs. Via simulations and real connectome datasets we show that when edge correlation is present between the contralateral (between hemisphere) subgraphs, this approach improves matching accuracy. We expect that our proposed method will improve future endeavors to accurately match neurons across hemispheres in connectomes, and be useful in other applications where the bisected graph matching problem arises.",0,2022.0,bioRxiv,core_relevant
work_b00454c3eed4e13f,484095a69c5fbd32d8fba4107cdddb2f46e60426,core_audit,1,484095a69c5fbd32d8fba4107cdddb2f46e60426,Optimization of connectome weights for a neural network model generating both forward and backward locomotion in C. elegans,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,362410639e7ccf893f346f97cf05ba4975682c99a7efacbbd0e8a098683092e2,batch_027,core_relevant,"['biological_application', 'network_science']",0.92,connectome-constrained neural network model that describes the cascade from neurons to behavior,Optimized C. elegans connectome weights for locomotion model.,[],False,,"Previous studies tracking the relationship between manipulations of C. elegans neurons and the resulting behavioral changes have called for the development of a connectome-constrained neural network model that describes the cascade from neurons to behavior. However, the model using anatomical connectome weights as they are did not achieve that. Here, we introduce a concept of learning the synaptic weights in our connectome-constrained neural network model based on the leaky-integrator equation while preserving the structural proportions of anatomical synapses. In this process, the weights of gap junctions and chemical synapses in C. elegans neurons are optimized. As a result, our neural network model generates plausible C. elegans behavior mediated by activity changes in forward and backward command neurons, even without the introduction of pacemaker neurons with intrinsic oscillatory activity. Additionally, we identified necessary or sufficient neurons for maintaining oscillatory patterns on muscular activity that could serve as clues for the central pattern generator in our neural network model. Finally, we provide 10 optimized synaptic weights sets of C. elegans that reproduce the results of manipulation experiments on the SMD neurons. This study will facilitate the future study for unraveling the multiscale relationship of “from synapse to behavior” in nervous system. Significance Statement In the anatomical connectome of C. elegans, synaptic weights have been considered less important than network topology in designing neural network models for behavior generation. In this study, we introduce an advanced process that optimizes the synaptic weights of C. elegans based on the anatomical connectome weights through machine learning. Our neural network model, incorporating the optimized connectome weights, successfully reproduced both forward and backward locomotion in response to the on/off transitions of command neurons. Through this model, we were able to evaluate how manipulations of specific neurons translate into behavioral changes and to what extent they manifest. This study sets a foundation for exploring the intricate links between neural network structure, neuronal activity, and behavior in living systems.",0,2025.0,bioRxiv,core_relevant
work_50d4ca5184367aa3,c7047dccd4c79b827e0f495b0bf9be2e3f65e355,core_audit,1,c7047dccd4c79b827e0f495b0bf9be2e3f65e355,Q&A: Why use synchrotron x-ray tomography for multi-scale connectome mapping?,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,a6bac0d37fae2782768004fcb7271eacee36905be3f5608ff27001f52b9fa5e8,batch_012,core_relevant,"['acquisition_preparation', 'infrastructure']",0.9,multi-scale connectome mapping,Synchrotron x-ray tomography for connectome mapping Q&A.,[],False,,"To understand how information flows and is used in the human brain, we must map neural structures at all levels, providing visualizations similar to those of Google Earth for continents, countries, cities, and streets. Unfortunately, the imaging and processing techniques currently used in connectomics projects cannot achieve complete mapping for the brains of large animals within the timespan of a typical research career. However, feasible improvements in x-ray imaging would change this situation. This Q&A discusses synchrotron x-ray tomography, an exciting new approach for in situ mapping of whole-brain wiring diagrams at multiple levels of spatial resolution.",42,2017.0,BMC Biology,core_relevant
work_4514cd847994dcc7,563dd34de81e2c2157b071fbd617642a9a831eed,core_audit,1,563dd34de81e2c2157b071fbd617642a9a831eed,A connectome of the Drosophila central complex reveals network motifs suitable for flexible navigation and context-dependent action selection,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,e7a72a436dc402bfe58d680006997099cb1283b9d6b73f199b9988d375665304,batch_010,core_relevant,"['biological_application', 'structure_function_modeling']",0.98,first complete electron-microscopy-based connectome of the Drosophila CX,Complete EM connectome of fly central complex.,[],False,,"Flexible behaviors over long timescales are thought to engage recurrent neural networks in deep brain regions, which are experimentally challenging to study. In insects, recurrent circuit dynamics in a brain region called the central complex (CX) enable directed locomotion, sleep, and context- and experience-dependent spatial navigation. We describe the first complete electron-microscopy-based connectome of the Drosophila CX, including all its neurons and circuits at synaptic resolution. We identified new CX neuron types, novel sensory and motor pathways, and network motifs that likely enable the CX to extract the fly’s head-direction, maintain it with attractor dynamics, and combine it with other sensorimotor information to perform vector-based navigational computations. We also identified numerous pathways that may facilitate the selection of CX-driven behavioral patterns by context and internal state. The CX connectome provides a comprehensive blueprint necessary for a detailed understanding of network dynamics underlying sleep, flexible navigation, and state-dependent action selection.",332,2020.0,bioRxiv,core_relevant
work_11b6d0203fd3730b,4b21aac8f6fd77f1c5ee38b9bcc1a95abde0ab14,core_audit,1,4b21aac8f6fd77f1c5ee38b9bcc1a95abde0ab14,MoMo - Combining Neuron Morphology and Connectivity for Interactive Motif Analysis in Connectomes,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,35a0af07acbbbb9bbfb9964d3be3f74e42b5ca012b252e2024ecbf57402e8f6a,batch_002,core_relevant,"['infrastructure', 'network_science']",0.93,MoMo... analyzing neuron morphology-aware motifs in large connectome graphs,Interactive connectome motif visualization tool.,[],False,,"Connectomics, a subfield of neuroscience, reconstructs structural and functional brain maps at synapse-level resolution. These complex spatial maps consist of tree-like neurons interconnected by synapses. Motif analysis is a widely used method for identifying recurring subgraph patterns in connectomes. These motifs, thus, potentially represent fundamental units of information processing. However, existing computational tools often oversimplify neurons as mere nodes in a graph, disregarding their intricate morphologies. In this paper, we introduce MoMo, a novel interactive visualization framework for analyzing neuron morphology-aware motifs in large connectome graphs. First, we propose an advanced graph data structure that integrates both neuronal morphology and synaptic connectivity. This enables highly efficient, parallel subgraph isomorphism searches, allowing for interactive morphological motif queries. Second, we develop a sketch-based interface that facilitates the intuitive exploration of morphology-based motifs within our new data structure. Users can conduct interactive motif searches on state-of-the-art connectomes and visualize results as interactive 3D renderings. We present a detailed goal and task analysis for motif exploration in connectomes, incorporating neuron morphology. Finally, we evaluate MoMo through case studies with four domain experts, who asses the tool’s usefulness and effectiveness in motif exploration, and relevance to real-world neuroscience research. The source code for MoMo is available here.",2,2025.0,bioRxiv,core_relevant
work_991f78c0915f23f3,f9f45228279519ce807e0e025908ebbb58d2b461,core_audit,1,f9f45228279519ce807e0e025908ebbb58d2b461,Presynaptic inhibition selectively suppresses leg proprioception in behaving Drosophila,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,8a929783e5e4f6d06565dbf036c4e228da50ecf895fec6df1b9f6b21c0a28187,batch_023,core_relevant,"['biological_application', 'structure_function_modeling']",0.9,"Using connectomics, we identify a specific class of interneurons",Fly connectomics of leg proprioception presynaptic inhibition.,[],False,,"Controlling arms and legs requires feedback from proprioceptive sensory neurons that detect joint position and movement. Proprioceptive feedback must be tuned for different behavioral contexts, but the underlying circuit mechanisms remain poorly understood. Using calcium imaging in behaving Drosophila, we find that the axons of position-encoding leg proprioceptors are active across behaviors, whereas the axons of movement-encoding leg proprioceptors are suppressed during walking and grooming. Using connectomics, we identify a specific class of interneurons that provide GABAergic presynaptic inhibition to the axons of movement-encoding proprioceptors. The predominant synaptic inputs to these interneurons are descending neurons, suggesting they are driven by predictions of leg movement originating in the brain. Calcium imaging from both the interneurons and their descending inputs confirmed that their activity is correlated with self-generated but not passive leg movements. Overall, our findings elucidate a neural circuit for suppressing specific proprioceptive feedback signals during self-generated movements.",15,2023.0,bioRxiv,core_relevant
work_92dec379d1c56f26,5e18b53f381ab51415f95e0ab5106d4be67bfbf8,unresolved,1,5e18b53f381ab51415f95e0ab5106d4be67bfbf8,"Modularity, Hierarchical Flows and Symmetry of the Drosophila Connectome",agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,821d5c1f869044ecc67349212d927b4044e0990f185b536aa202114bee37d8e9,batch_022,core_relevant,['network_science'],0.88,"Modularity, Hierarchical Flows and Symmetry of the Drosophila Connectome",Drosophila connectome modularity analysis.,[],False,,"This report investigates the modular organisation of the Central region in the Drosophila connectome. We identify groups of neurones amongst which information circulates rapidly before spreading to the rest of the network using Infomap. We find that information flows along pathways linking distant neurones, forming modules that span across the brain. Remarkably, these modules, derived solely from neuronal connectivity patterns, exhibit a striking left-right symmetry in their spatial distribution as well as in their connections. We also identify a hierarchical structure at the coarse-grained scale of these modules, demonstrating the directional nature of information flow in the system.",0,2024.0,,core_relevant
work_c25a5e51b5abfb6d,c1d22bce7f4147e47f3a13db255fef83cc3ef7f2,core_audit,1,c1d22bce7f4147e47f3a13db255fef83cc3ef7f2,Filling the gap: adding super-resolution to array tomography for correlated ultrastructural and molecular identification of electrical synapses at the C. elegans connectome,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,eb227d0fa3d7c120a15ad30e8e226a2ed6579d5bdb5dc3fef67d2c0b8291e495,batch_030,core_relevant,"['acquisition_preparation', 'biological_application']",0.94,"With the emergence of connectomics, these methods will allow us to fill in the gap—acquiring the correlated ultrastructural and molecular identity of electrical synapses",Array tomography plus super-resolution correlated with C. elegans connectome.,[],False,,"Abstract. Correlating molecular labeling at the ultrastructural level with high confidence remains challenging. Array tomography (AT) allows for a combination of fluorescence and electron microscopy (EM) to visualize subcellular protein localization on serial EM sections. Here, we describe an application for AT that combines near-native tissue preservation via high-pressure freezing and freeze substitution with super-resolution light microscopy and high-resolution scanning electron microscopy (SEM) analysis on the same section. We established protocols that combine SEM with structured illumination microscopy (SIM) and direct stochastic optical reconstruction microscopy (dSTORM). We devised a method for easy, precise, and unbiased correlation of EM images and super-resolution imaging data using endogenous cellular landmarks and freely available image processing software. We demonstrate that these methods allow us to identify and label gap junctions in Caenorhabditis elegans with precision and confidence, and imaging of even smaller structures is feasible. With the emergence of connectomics, these methods will allow us to fill in the gap—acquiring the correlated ultrastructural and molecular identity of electrical synapses.",42,2016.0,Neurophotonics,core_relevant
work_4b37a6f905cdcd31,06af11f019e840b520a1c915f777536759aeb53b,core_audit,1,06af11f019e840b520a1c915f777536759aeb53b,Novel Technological Advances in Functional Connectomics in C. elegans,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,983692960b6a10aa3c07c2591b727cba24946e53b912a27700a16b61ba1d3a62,batch_011,core_relevant,"['infrastructure', 'structure_function_modeling']",0.9,connectome of both the central and peripheral nervous systems at EM level,C. elegans functional connectomics technology review.,[],False,,"The complete structure and connectivity of the Caenorhabditis elegans nervous system (“mind of a worm”) was first published in 1986, representing a critical milestone in the field of connectomics. The reconstruction of the nervous system (connectome) at the level of synapses provided a unique perspective of understanding how behavior can be coded within the nervous system. The following decades have seen the development of technologies that help understand how neural activity patterns are connected to behavior and modulated by sensory input. Investigations on the developmental origins of the connectome highlight the importance of role of neuronal cell lineages in the final connectivity matrix of the nervous system. Computational modeling of neuronal dynamics not only helps reconstruct the biophysical properties of individual neurons but also allows for subsequent reconstruction of whole-organism neuronal network models. Hence, combining experimental datasets with theoretical modeling of neurons generates a better understanding of organismal behavior. This review discusses some recent technological advances used to analyze and perturb whole-organism neuronal function along with developments in computational modeling, which allows for interrogation of both local and global neural circuits, leading to different behaviors. Combining these approaches will shed light into how neural networks process sensory information to generate the appropriate behavioral output, providing a complete understanding of the worm nervous system.",16,2019.0,Journal of Developmental Biology,core_relevant
work_f860e169d115e52a,78dee625826d20092c73eff3b7d754c383c4951e,core_audit,1,78dee625826d20092c73eff3b7d754c383c4951e,Connectivity Is All You Need: Inferring Neuronal Types with NTAC,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,0e7dc95442b65f454d5fa5ed2fd08cf4eb77ac70a8dff22b55d6073ea938ef63,batch_038,core_relevant,"['network_science', 'reconstruction_segmentation']",0.93,mapping complete wiring diagrams—called connectomes—of brain regions and even entire brains,NTAC synaptic-connectivity-based neuronal cell typing.,[],False,,"Recent advances in electron microscopy and computer vision have enabled the mapping of complete wiring diagrams—called connectomes—of brain regions and even entire brains. The emergence of these increasingly large-scale connectomic datasets have intensified the need for efficient and accurate neuronal cell type identification. Traditional approaches rely on labor-intensive analyses of molecular, anatomical, and physiological features. As a step toward fully automated neuronal cell type classification, we present NTAC (Neuronal Type Assignment from Connectivity) — a method for grouping neurons into cell types based solely on synaptic connectivity. Our approach is grounded in the hypothesis that synaptic connectivity is key to determining neuronal cell types (Seung 2012), and our results provide the strongest evidence to date supporting its validity. NTAC comes in two flavors: a semi-supervised variant that requires some of the neurons to be labeled, and an unsupervised variant that requires no labels at all. The first can be naturally formalized as a learning problem on graphs: given labels for a subset of neurons, use connectivity to label the rest. We present a simple and fast algorithm that achieves over 95% accuracy on the fly’s visual system starting with just 2% of neurons labeled, within minutes on a standard PC. In contrast, morphology based parallel achieves lower accuracy even on smaller datasets and with significantly more labels. Formalizing the problem as a fully unsupervised learning task is more challenging. To address this, we introduce a novel computational problem, approximate equitable partitioning, and design an efficient heuristic for it, using the semi-supervised algorithm as a subroutine. Remarkably, the unsupervised method achieves ∼70% accuracy on the fly’s visual system, drastically outperforming its morphology based parallel and providing concrete evidence that synaptic connectivity alone can reveal cell types. Both variants of NTAC are evaluated on multiple state of the art connectomes including optic lobes, central brain and nerve cord of adult fruit flies.",0,2025.0,bioRxiv,core_relevant
work_eef15d36f4fa729e,062041e98757440cfb4c6bebec7b01b921af9bae,core_audit,1,062041e98757440cfb4c6bebec7b01b921af9bae,Synaptic MEMOIR: mapping individual synapses of neurons with protein barcodes,agent:cursor/claude-opus-5-thinking,IA-007-v2-work-level,agent_offline,0e0a130dae411e302564e9d701f0c5dee87893d65076220a88a9a7a42a75fdef,batch_037,core_relevant,['reconstruction_segmentation'],0.93,reconstructing the neural wiring diagrams of brains,Synaptic MEMOIR optical connectome mapping method.,[],False,,"Obtaining wiring diagrams of brains has been a major achievement for neuroscience. However, an underlying challenge in connectomics is the fundamental tradeoff between the imaging resolution needed to resolve synapses and the volume of the brain that can be imaged. For example, electron microscopy (EM) visualizes synaptic sites with ~5 nm resolution, but is difficult to scale beyond volumes of 1 mm3. Here, we present Synaptic MEMOIR (Memory with Engineered Mutagenesis with Optical in situ Readout) that enables imaging of neuronal projections in animal brains with single-synapse resolution. Synaptic MEMOIR is built around three key design features. First, protein barcodes are transported to synapses to allow matching of synaptic barcodes to cell body barcodes without high resolution imaging and the error-prone process of tracing neuronal processes across long distances. Second, Synaptic MEMOIR uses continuous mutagenesis to generate a large diversity of barcodes to uniquely label cell bodies and synapses. Last, the timing of recombination and transport can be tuned to record synaptic age or projection information. Combining these features, we demonstrated projection mapping of 113 neurons in the Drosophila melanogaster optic lobe in a volume of 9.5 million μm3. Because synapses are identified by transported barcodes with optical microscopy at 300 nm resolution, this approach can potentially scale to much larger volumes, similar at least to those imaged in recent mouse brain transcriptomics atlases. In addition, synaptic MEMOIR can match barcodes across brain sections, and does not require tissue clearing to track long-range projections. Together, these results provide the foundation for a scalable optical image-based system for reconstructing the neural wiring diagrams of brains across different developmental stages, genetic backgrounds and perturbations.",0,2025.0,bioRxiv,core_relevant
